title,link
Check.Point.Quantum.Security.Gateways.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/55956
Ebury.Botnet,https://www.fortiguard.com/encyclopedia/ips/55888
Upstyle.Botnet,https://www.fortiguard.com/encyclopedia/ips/55886
Cisco.IMC.ExpUpdateAgent.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55904
WordPress.Core.Avatar.Block.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/55912
WordPress.Tutor.LMS.Tutor_Calendar.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55910
Byzoro.Smart.Management.web.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55878
F-logic.DataCube3.setting_photo.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55868
Google.Chrome.V8.CVE-2024-4947.Type.Confusion,https://www.fortiguard.com/encyclopedia/ips/55900
Progress.Kemp.Flowmon.ConfluencePresenter.php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55899
Siglent.SDS1104X-E.SCPI.DoS,https://www.fortiguard.com/encyclopedia/ips/55870
Tenda.AC1200.WifiBasicSet.wrlPwd.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55889
Tenda.AC500.formQuickIndex.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55885
Tenda.Devices.SetRemoteWebManage.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55871
Tenda.Devices.addIpMacBind.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55877
Tenda.Routers.formexeCommand.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55894
D-Link.DIR-600.CVE-2014-100005.CSRF,https://www.fortiguard.com/encyclopedia/ips/55887
Ivanti.Avalanche.getAdhocFilePath.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/55884
MS.SharePoint.Server.Business.Data.Reflection.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55881
WordPress.Duplicator.Plugin.download.init.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/55890
XWiki.UIExtension.WikiUIExtensionParameters.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/55891
D-Link.Devices.changelogo.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55863
D-Link.Devices.updatelib.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55858
GitLab.Community.and.Enterprise.Edition.Profile.Page.XSS,https://www.fortiguard.com/encyclopedia/ips/55865
Google.Chrome.V8.CVE-2024-4761.Out.of.Bounds.Write,https://www.fortiguard.com/encyclopedia/ips/55872
OpenMetadata.Events.Subscriptions.Validation.API.SpEL.Injection,https://www.fortiguard.com/encyclopedia/ips/55873
SolarWinds.ARM.JsonSerializationBinder.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/55876
Centreon.Web.updateGroups.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55852
Google.Chrome.V8.CVE-2021-21118.Out.of.Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/55859
Google.Chrome.V8.Engine.EffectPhi.Null.Pointer.Dereference,https://www.fortiguard.com/encyclopedia/ips/55862
MS.Windows.Ms-Chx-Full.DoS,https://www.fortiguard.com/encyclopedia/ips/55860
ASUS.RT-AX55.start_apply.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55797
Adobe.Acrobat.Reader.CVE-2024-30284.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/55817
Adobe.Acrobat.Reader.CVE-2024-30310.Out.of.Bounds.Write,https://www.fortiguard.com/encyclopedia/ips/55821
Adobe.Acrobat.Reader.CVE-2024-30311.Out.of.Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/55820
Adobe.Acrobat.Reader.CVE-2024-30312.Out.of.Bounds.Read,https://www.fortiguard.com/encyclopedia/ips/55818
DrayTek.Vigor2960.mainfunction.parameter.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55841
Eveo.URVE.Web.Manager.img_upload.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55837
Eveo.URVE.Web.Manager.upload.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55835
Eveo.URVE.Web.Manager.uploader.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55836
HTTP.X-Forwarded-For.Header.XSS,https://www.fortiguard.com/encyclopedia/ips/55823
Hikvision.Intercom.Broadcast.System.exportrecord.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/55833
LBT.T300-T390.ApCliSsid.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55202
LBT.T300.Mini1.apply.cgi.LAN.Parameters.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55843
MS.Windows.CLFS.Driver.CVE-2024-29996.Privilege.Escalation,https://www.fortiguard.com/encyclopedia/ips/55726
MS.Windows.CLFS.Driver.CVE-2024-30025.Privilege.Escalation,https://www.fortiguard.com/encyclopedia/ips/55728
